Item ID;Part Number;NSN;Nama Barang;PN Lama;Nama Lama;Gudang;Rak;Jumlah;Satuan;Harga Satuan;Komoditi;Komponen;Transaksi Terakhir;Lanud/Depo;Status;Keterangan
TR-000137254;57090-220-1;5325-14-203-7242;RING,RETAINING;57090-220-1;CIRCLIP;TB SATHAR 13;02011B058;10;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000137265;57189-1;4330-AU-PAB-9539;FILTER ELM METAL 10 MICRON;57189-1;FILTER ELM METAL 10 MICRON;TB SATHAR 16;01C26A02;2;EA;;NAS-332;N;;DEPO 10;ACTIVE;
TR-000137266;571-9431-01;3110-AU-PAB-7560;BEARING;571-9431-01;BEARING;TB SATHAR 13;02010B153;3;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000137269;57-22063-0030;6610-AU-PAG-4455;SETTING;57-22063-0030;SETTING;TB SATHAR 13;02005B107;8;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000137270;57240-445-1;5355-AU-PAD-9886;GLASS;57240-445-1;GLASS;TB SATHAR 13;02011B069;2;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000137271;57244-432-1;5355-14-389-1026;WINDOW,DIAL;57244-432-1;GLASS ASSY;GPD 10 GD 02;02A009E02;3;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000137272;57251-269-1;6610-AU-PAG-4458;SETTINGASSY;57251-269-1;SETTINGASSY;TB SATHAR 13;02011B070;3;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000137273;57251-569-1;3110-AU-PAB-7839;BEARINGELECTRICAL;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000137273;57251-569-1;3110-AU-PAB-7839;BEARINGELECTRICAL;57251-569-1;BEARING ELECTRICAL;TB SATHAR 13;02011B071;1;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000137274;57255-503-1;5920-AU-PAE-8191;JEWELBEARING;57255-503-1;JEWELBEARING;TB SATHAR 13;02011B073;2;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000137275;57255-505-1;4730-AU-PAC-2369;PLATEASSY;57255-505-1;PLATEASSY;TB SATHAR 13;02011B074;2;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000137275;57255-505-1;4730-AU-PAC-2369;PLATEASSY;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000137283;572867/10114;5330-AU-PAD-4723;BRUSH;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000137285;57303-450;1660-AU-PAB-1580;CORD;57303-450;CORD;TB SATHAR 16;01A14G03Q;25;EA;;EC-120B;N;;DEPO 10;ACTIVE;
TR-000137308;57490-002-1;1090-AU-PAA-3732;CIOLASSY;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000137308;57490-002-1;1090-AU-PAA-3732;CIOLASSY;57490-002-1;CIOLASSY;TB SATHAR 13;02011B077;2;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000137310;57493-102-1;5905-AU-PAE-4306;RESISTOR;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000137310;57493-102-1;5905-AU-PAE-4306;RESISTOR;57493-102-1;RESISTOR;TB SATHAR 13;02003C046;2;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000137311;57495-005-1;5905-AU-PAE-4308;RESISTOR;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000137311;57495-005-1;5905-AU-PAE-4308;RESISTOR;57495-005-1;RESISTOR;TB SATHAR 13;02003C047;2;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000137312;57496-008-1;5977-AU-PAF-7615;RESISTOR;57496-008-1;RESISTOR;TB SATHAR 13;02003C048;2;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000137312;57496-008-1;5977-AU-PAF-7615;RESISTOR;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000137315;57505-176-1;5905-AU-PAE-4315;RESISTOR;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000137315;57505-176-1;5905-AU-PAE-4315;RESISTOR;57505-176-1;RESISTOR;TB SATHAR 13;02003C065;3;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000137317;57520-460-1;5910-AU-PAE-6040;CAPACITOR;57520-460-1;CAPACITOR;TB SATHAR 13;02003C186;3;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000137317;57520-460-1;5910-AU-PAE-6040;CAPACITOR;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000137318;57521-490-1;5910-AU-PAE-6037;CAPACITOR;57521-490-1;CAPACITOR;TB SATHAR 13;02003C180;2;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000137318;57521-490-1;5910-AU-PAE-6037;CAPACITOR;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000137324;57526-850-1;5910-AU-PAE-6138;CAPACITOR;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000137324;57526-850-1;5910-AU-PAE-6138;CAPACITOR;57526-850-1;CAPACITOR;TB SATHAR 13;02003C183;3;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000137326;57544-022-2;5945-AU-PAF-0672;DIODE;57544-022-2;DIODE;TB SATHAR 13;02003B042;4;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000137326;57544-022-2;5945-AU-PAF-0672;DIODE;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000137327;57544-202-1;5945-AU-PAF-0673;DIODE;57544-202-1;DIODE;TB SATHAR 13;02003B043;4;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000137327;57544-202-1;5945-AU-PAF-0673;DIODE;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000137329;57560-202-1;5961-AU-PAF-4063;TRANSISTOR;57560-202-1;TRANSISTOR;TB SATHAR 13;02003B166;2;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000137329;57560-202-1;5961-AU-PAF-4063;TRANSISTOR;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000137330;57560-300-1;5961-AU-PAF-4069;TRANSISTOR;57560-300-1;TRANSISTOR;TB SATHAR 13;02003B167;2;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000137330;57560-300-1;5961-AU-PAF-4069;TRANSISTOR;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000137332;57570-001-1;5945-AU-PAF-0671;DIODE;57570-001-1;DIODE;TB SATHAR 13;02003B041;6;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000137332;57570-001-1;5945-AU-PAF-0671;DIODE;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000137334;57585-1216;6610-AU-PAH-0685;BAREL NUT;57585-1216;NUT;TB SATHAR 15;01A01D106;0;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000137374;578-886;9340-AU-PAG-8570;HINGE;578-886;HINGE;TB SATHAR 15;02A06F104;5;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000137376;579128/546344;5840-AU-PAE-3004;SUPPORT;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000137378;57A1020;5310-AU-PAD-1205;WASHER;57A1020;WASHER;GPD 10 GD 02;02A003H24;30;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000137379;57A-1020;5310-AU-PAD-1242;WASHER;57A-1020;WASHER;TB SATHAR 11;01A07F004;41;EA;;CESSNA;N;;DEPO 10;ACTIVE;
TR-000137410;5825W14G701;5990-AU-PAF-8448;POWERSUPPLYASSY;5825W14G701;POWERSUPPLYASSY;TB SATHAR 13;02013G026;1;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000137410;5825W14G701;5990-AU-PAF-8448;POWERSUPPLYASSY;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000137411;582777/738398-1;1610-AU-PAA-9958;PITCH LOCK;582777/738398-1;PITCH LOCK;TB SATHAR 15;02A PALLET 02;0;EA;;C-130;Y;;DEPO 10;ACTIVE;
TR-000137421;5839;4710-AU-PAC-0005;TUBE;5839;TUBE;GPD 10 GD 02;02A013B01;0;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000137434;585-05042-000;5920-AU-PAE-8196;JEWELSCREWBACK;585-05042-000;JEWELSCREWBACK;TB SATHAR 13;02004C228;4;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000137434;585-05042-000;5920-AU-PAE-8196;JEWELSCREWBACK;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000137435;585-05045-007;5905-AU-PAE-4307;RESISTOR;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000137435;585-05045-007;5905-AU-PAE-4307;RESISTOR;585-05045-007;RESISTOR;TB SATHAR 13;02003C049;2;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000137436;585-05045-008;5905-AU-PAE-4310;RESISTOR;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000137436;585-05045-008;5905-AU-PAE-4310;RESISTOR;585-05045-008;RESISTOR;TB SATHAR 13;02003C050;1;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000137437;585-05104-000;5955-AU-PAF-2454;UNITLAMP;585-05104-000;UNITLAMP;TB SATHAR 13;02011B121;2;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000137454;587-307;5340-AU-PAD-9403;SPACER;587-307;SPACER;TB SATHAR 11;01A21E008;4;EA;;KT-1B;N;;DEPO 10;ACTIVE;
TR-000137456;587-557;5120-AU-PAC-4972;TYPE WEDGE;587-557;TYPE WEDGE;GPD 10 GD 02;02C004B04;4;EA;;EC 120B;N;;DEPO 10;ACTIVE;
TR-000137600;5907-040-027;5305-AU-PAC-5822;SCREW;5907-040-027;SCREW;TB SATHAR 11;01A01E011;0;EA;;CESSNA;N;;DEPO 10;ACTIVE;
TR-000137608;590BK47;5355-AU-PAD-9892;GLASS;590BK47;GLASS;TB SATHAR 13;02011A082;1;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000137609;590BK48-2;5330-AU-PAD-5237;GASKET;590BK48-2;GASKET;TB SATHAR 13;02013M115;57;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000137632;5910-438-0363;5910-AU-PAE-6015;CAPACITOR;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000137664;5920-912-4931;5920-AU-PAE-7899;FUSE;5920-912-4931;FUSE;TB SATHAR 15;01A03K103;5;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000137692;5940-00-8723;2840-AU-PAB-5038;SPLICE;5940-00-8723;SPLICE;GPD 10 GD 02;02A003D41;41;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000137693;5940-156-7227;5940-AU-PAF-0124;TERMINAL;5940-156-7227;TERMINAL;TB SATHAR 11;01A15D004;4;EA;;CESSNA;N;;DEPO 10;ACTIVE;
TR-000137704;595016-1;1650-AU-PAB-1139;PART KIT;595016-1;PART KIT;GPD 10 GD 02;02A027B03;2;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000137797;5975-00-1000-0571;5821-AU-PAE-2261;CONDUIT FLEXIBLE;5975-00-1000-0571;CONDUIT FLEXIBLE;GPD 10 GD 02;02B001C01;48;MTR;;CONSMAT;N;;DEPO 10;ACTIVE;
TR-000137812;5975-296-6541;5310-AU-PAC-9424;LOCK NUT;5975-296-6541;LOCK NUT;TB SATHAR 11;01A10C010;7;EA;;KT-1B;N;;DEPO 10;ACTIVE;
TR-000137820;5990-351-5479;5990-AU-PAF-8500;SYNCHRO;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000137848;5A9-2-23-4;1375-AU-PAA-4934;TO;5A9-2-23-4;TO;GPD 10 GD 01;01A006A04;1;EA;;C 130;N;;DEPO 10;ACTIVE;
TR-000137848;5A9-2-23-4;1375-AU-PAA-4934;TO;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000137853;5B293;5310-AU-PAD-1221;WASHER;5B293;WASHER;GPD 10 GD 02;02A023B03;8;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000137869;5GD6;5305-AU-PAC-5873;SCREW;5GD6;SCREW;GPD 10 GD 02;02A009E13;85;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000137892;5P2-2-75-4;1375-AU-PAA-4935;TO;5P2-2-75-4;TO;GPD 10 GD 01;01A006A04;1;EA;;C 130;N;;DEPO 10;ACTIVE;
TR-000137892;5P2-2-75-4;1375-AU-PAA-4935;TO;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000137893;5P3-4-40-4;1375-AU-PAA-4936;TO;5P3-4-40-4;TO;GPD 10 GD 01;01A006A01;1;EA;;C 130;N;;DEPO 10;ACTIVE;
TR-000137893;5P3-4-40-4;1375-AU-PAA-4936;TO;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000137937;600-001-10-05;5331-AU-PAD-7797;ORING SEAL STAT;600-001-10-05;ORING SEAL STAT;TB SATHAR 11;01A18A002;12;EA;;CESSNA;N;;DEPO 10;ACTIVE;
TR-000137938;6000-2-16A;6620-AU-PAG-5088;SECTOR&STAFFASSY;6000-2-16A;SECTOR&STAFFASSY;TB SATHAR 13;02004C023;1;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000137938;6000-2-16A;6620-AU-PAG-5088;SECTOR&STAFFASSY;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000137939;6000-2-16B;6620-AU-PAG-5089;SECTOR&STAFFASSY;6000-2-16B;SECTOR&STAFFASSY;TB SATHAR 13;02004C024;1;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000137940;6000-2-16C;6620-AU-PAG-5090;SECTOR&STAFFASSY;6000-2-16C;SECTOR&STAFFASSY;TB SATHAR 13;02004C025;1;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000137941;6000-2-16D;6620-AU-PAG-5091;SECTOR&STAFFASSY;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000137941;6000-2-16D;6620-AU-PAG-5091;SECTOR&STAFFASSY;6000-2-16D;SECTOR&STAFFASSY;TB SATHAR 13;02004A007;1;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000138113;601026701;4730-AU-PAC-2528;SLEEVE CLIP;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000138113;601026701;4730-AU-PAC-2528;SLEEVE CLIP;601026701;SLEEVE CLIP;GPD 10 GD 01;01A LANTAI;30;EA;;C 130;N;;DEPO 10;ACTIVE;
TR-000138123;601-10;4730-AU-PAC-2079;HOSE;601-10;HOSE;GPD 10 GD 02;02A019A03;40;MTR;;RAWMAT;N;;DEPO 10;ACTIVE;
TR-000138124;601-12;5930-AU-PAE-8466;AEROQUIP HOSE;601-12;AEROQUIP HOSE;GPD 10 GD 02;02B001B03;1;EA;;RAWMAT;N;;DEPO 10;ACTIVE;
TR-000138151;601-330S;4730-AU-PAC-1248;COUPLING;601-330S;COUPLING;GPD 10 GD 02;02A005K39;1;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000138153;601-4;4730-AU-PAC-2184;HOSE AEROQUIP;601-4;HOSE AEROQUIP;GPD 10 GD 05;05A017A02;1;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000138155;6014-1;2930-AU-PAB-6312;OIL TEMP. THERMOSTAT;6014-1;OIL TEMP. THERMOSTAT;TB SATHAR 15;02B03B203;1;EA;;C-130;Y;07/05/2018 14.46;DEPO 10;ACTIVE;
TR-000138175;601-6;4730-AU-PAC-2185;HOSE AEROQUIP;601-6;HOSE AEROQUIP;GPD 10 GD 05;05A017A02;1;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000138198;603;4220-AU-PAB-9247;VIBRATOR;603;VIBRATOR;TB SATHAR 13;02013G027;17;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000138210;60-384016-3;1005-AU-PAA-2920;RING PISTON SEAL;60-384016-3;RINGBACKUP;TB SATHAR 13;0102HYD03;38;EA;;T-34C;N;;DEPO 10;ACTIVE;
TR-000138210;60-384016-3;1005-AU-PAA-2920;RING PISTON SEAL;60-384016-3;RING PISTON SEAL;GPD 10 GD 05;05A021A04;52;EA;;T 34C;N;;DEPO 10;ACTIVE;
TR-000138210;60-384016-3;1005-AU-PAA-2920;RING PISTON SEAL;60-384016-3;RING;TB SATHAR 11;01A18B010;12;EA;;CESSNA;N;;DEPO 10;ACTIVE;
TR-000138219;60-4100-40;6625-AU-PAG-5277;ADAPTER SHAF;60-4100-40;ADAFTER SHAF;TB SATHAR 11;01A14C007;10;EA;;T-34 C;N;;DEPO 10;ACTIVE;
TR-000138232;605;4220-AU-PAB-9238;VIBRA TOR;605;VIBRATOR;GPD 10 GD 02;02A021D04;1;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000138232;605;4220-AU-PAB-9238;VIBRA TOR;605;VIBRATOR;TB SATHAR 13;02013M056;5;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000138249;60-551/695592-3;5985-AU-PAF-8321;DUMP REFUEL MAN IFOLD;60-551/695592-3;DUMP REFUEL MAN IFOLD;TB SATHAR 15;02B03F302;1;EA;;C-130;Y;07/05/2018 14.46;DEPO 10;ACTIVE;
TR-000138268;6061-T6511;1560-AU-PAA-5198;ANGLE;6061-T6511;ANGLE;TB SATHAR 15;02A03A401;0;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000138288;60-810012-5;3120-AU-PAB-8279;BUSHING;60-810012-5;BUSHING;TB SATHAR 11;01A16C003;24;EA;;T-34 C;N;;DEPO 10;ACTIVE;
TR-000138292;60-810016-3;3120-AU-PAB-8223;BUSHING;60-810016-3;BUSHING KNEE ASSEM;GPD 10 GD 05;05A021A04;0;EA;;T 34C;N;;DEPO 10;ACTIVE;
TR-000138292;60-810016-3;3120-AU-PAB-8223;BUSHING;60-810016-3;BUSHING;TB SATHAR 11;01A16E006;0;EA;;T-34 C;N;;DEPO 10;ACTIVE;
TR-000138299;60-810020;5306-AU-PAC-8747;BOLT SPACER;60-810020;BOLT SPACER;GPD 10 GD 05;05A021A04;35;EA;;T 34C;N;;DEPO 10;ACTIVE;
TR-000138308;60-810043-3;6150-AU-PAG-1671;CABLE ASSY DOWN LOCK;60-810043-3;CABLE ASSY DOWN LOCK;GPD 10 GD 02;02A003H13;0;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000138316;60-810050;5340-AU-PAD-7959;BUSHING;60-810050;BUSHING;GPD 10 GD 05;05A LANTAI;20;EA;;T 34C;N;;DEPO 10;ACTIVE;
TR-000138316;60-810050;5340-AU-PAD-7959;BUSHING;60-810050;BUSHING;TB SATHAR 11;01A16F008;19;EA;;KT-1B;N;;DEPO 10;ACTIVE;
TR-000138319;60-810052-3;1095-AU-PAA-3980;CABLE ASSEM-UPLOCK GEAR;60-810052-3;CABLE ASSEM-UPLOCK GEAR;GPD 10 GD 05;05A LANTAI;11;EA;;T 34C;N;;DEPO 10;ACTIVE;
TR-000138326;60-810089-5;1270-AU-PAA-4280;CABLE ASSY;60-810089-5;CABLE ASSY;GPD 10 GD 05;05A LANTAI;4;EA;;T 34C;N;;DEPO 10;ACTIVE;
TR-000138331;60-810096-1;5360-AU-PAE-0294;SPRING;60-810096-1;SPRING;GPD 10 GD 05;05A LANTAI;2;EA;;T 34C;N;;DEPO 10;ACTIVE;
TR-000138331;60-810096-1;5360-AU-PAE-0294;SPRING;60-810096-1;SPRING DOWN LOCK CABLE TORSION;TB SATHAR 11;01A11C012;6;EA;;T-34 C;N;;DEPO 10;ACTIVE;
TR-000138336;60-820018-3;3120-AU-PAB-8242;BUSHING;60-820018-3;BUSHING;TB SATHAR 11;01A16D008;8;EA;;T-34 C;N;;DEPO 10;ACTIVE;
TR-000138343;60-820051-19;5330-AU-PAD-5529;ORIFICE;60-820051-19;ORIFICE;TB SATHAR 13;0102HYB05;18;EA;;T-34C;N;;DEPO 10;ACTIVE;
TR-000138346;60-820073-3;3120-AU-PAB-8240;BUSHING;60-820073-3;BUSHING;TB SATHAR 11;01A16B002;0;EA;;T-34 C;N;;DEPO 10;ACTIVE;
TR-000138390;609-4957-001;6130-AU-PAG-0930;POINTERDIAL;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000138390;609-4957-001;6130-AU-PAG-0930;POINTERDIAL;609-4957-001;POINTERDIAL;TB SATHAR 13;02004A012;1;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000138402;60D90335-5;1660-AU-PAB-1598;COVER;60D90335-5;COVER;GPD 10 GD 02;02A025C03;2;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000138403;60D90335-6;1660-AU-PAB-1597;COVER;60D90335-6;COVER;GPD 10 GD 02;02A025B04;2;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000138414;610-0028-001;2840-AU-PAB-4939;SEALORING;610-0028-001;SEALORING;TB SATHAR 13;02011B122;4;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000138415;610-0074-040;2840-AU-PAB-4940;SEALORING;610-0074-040;SEALORING;TB SATHAR 13;02011B124;29;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000138426;61-0533;5120-AU-PAC-4490;GASKET;61-0533;GASKET;TB SATHAR 15;01A05F307;4;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000138428;61-0535;5330-AU-PAD-4894;GASKET;61-0535;GASKET;TB SATHAR 15;01A05J303;5;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000138443;610D10/86DS;5305-AU-PAC-5907;SCREW;610D10/86DS;SCREW;GPD 10 GD 02;02A005L35;50;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000138458;61-1318-1;1560-AU-PAA-8804;SHIM;61-1318-1;SHIM;TB SATHAR 15;01A05F308;114;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000138460;61-1318-3;1560-AU-PAA-8806;SHIM;61-1318-3;SHIM;TB SATHAR 15;01A05A306;100;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000138467;61156/LW18639;5340-AU-PAD-8892;LOCK PLATE;61156/LW18639;LOCK PLATE;GPD 10 GD 02;02A013B04;20;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000138476;612-000559901;5355-AU-PAD-9897;GLASS;612-000559901;GLASS;TB SATHAR 13;02011A095;1;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000138486;613111A-210-Z;1650-AU-PAB-1040;COUPLING;613111A-210-Z;COUPLING;TB SATHAR 15;01A05J313;7;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000138499;613432-1;3040-AU-PAB-7140;DISK WEIGHT;613432-1;DISK WEIGHT;TB SATHAR 14;01A09C001;6;EA;;BOEING;N;;DEPO 10;ACTIVE;
TR-000138500;61349-ANN1501;5990-AU-PAF-8522;SYNCHRO&GEAR ASSY;61349-ANN1501;SYNCHRO&GEAR ASSY;GPD 10 GD 02;02C004B02;4;EA;;EC 120B;N;;DEPO 10;ACTIVE;
TR-000138588;61663-2;5305-AU-PAC-6526;SCREW;61663-2;SCREW;TB SATHAR 16;01A07I12A;23;EA;;SA-330;N;;DEPO 10;ACTIVE;
TR-000138597;61-70202-003;5310-AU-PAD-1430;WASHER;61-70202-003;WASHER;TB SATHAR 13;02004C235;7;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000138597;61-70202-003;5310-AU-PAD-1430;WASHER;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000138676;618-5416-001;3040-AU-PAB-7157;GEARSTOP;618-5416-001;GEARSTOP;TB SATHAR 13;02013M076;2;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000138678;618-5431-001;3020-AU-PAB-6796;GEAROUTPUT;618-5431-001;GEAROUTPUT;TB SATHAR 13;02012A010;2;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000138678;618-5431-001;3020-AU-PAB-6796;GEAROUTPUT;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000138679;618-5432-001;3020-AU-PAB-6753;GEAR STOP;618-5432-001;GEAR STOP;TB SATHAR 13;02005A044;6;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000138714;620168-2;5330-AU-PAD-6322;PACKING;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000138714;620168-2;5330-AU-PAD-6322;PACKING;620168-2;PACKING;TB SATHAR 13;02004C050;6;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000138716;6204;1005-AU-PAA-3163;SELENOID VALVE;6204;SELENOID VALVE;TB SATHAR 15;02A02B303;0;EA;;C-130;Y;;DEPO 10;ACTIVE;
TR-000138724;6209;1005-AU-PAA-3148;PRESS ADAPTER;6209;PRESS ADAPTER;TB SATHAR 15;02A09D204;2;EA;;C-130;Y;07/05/2018 14.46;DEPO 10;ACTIVE;
TR-000138753;6214-5;5945-AU-PAF-1124;RELAY;6214-5;RELLAY;TB SATHAR 15;02B02C204;0;EA;;C-130;Y;;DEPO 10;ACTIVE;
TR-000138838;622-1195-001;1305-AU-PAA-4591;AN TENA MODIFICATION;622-1195-001;AN TENA MODIFICATION;GPD 10 GD 02;02A041B01;1;EA;;BENCHSTOCK;Y;07/12/2018 12.22;DEPO 10;ACTIVE;
TR-000138935;622-3586-001;5985-AU-PAF-8243;ANTENA LOOP;;;TB SATHAR 15;;0;EA;;;Y;;DEPO 10;ACTIVE;
TR-000139010;624000-4-0137;4720-AU-PAC-0844;HOSE ASSY;624000-4-0137;HOSE ASSY;TB SATHAR 15;01A05B206;1;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000139013;624000-6-0180;4720-AU-PAC-0849;HOSE ASSY;624000-6-0180;HOSE ASSY;TB SATHAR 15;01A05H407;8;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000139015;624000-6D0180;4720-AU-PAC-0438;HOSE ASSY;624000-6D0180;HOSE ASSY;GPD 10 GD 02;02B001B03;2;EA;;RAWMAT;N;;DEPO 10;ACTIVE;
TR-000139017;624000-6D0240;4720-AU-PAC-0817;HOSE ASSY;624000-6D0240;HOSE ASSY;GPD 10 GD 02;02B001B03;2;MTR;;RAWMAT;N;;DEPO 10;ACTIVE;
TR-000139022;624100-16D0562;4720-AU-PAC-0809;HOSE ASSY;;;GPD 10;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000139043;62448291;5330-AU-PAD-5227;GASKET;62448291;GASKET;TB SATHAR 11;01A17D005;51;EA;;CESSNA;N;;DEPO 10;ACTIVE;
TR-000139059;62606711-580/2610611-580;2835-AU-PAB-4013;ROTOR ASSY POSITION;62606711-580/2610611-580;ROTOR ASSY POSITION;GPD 10 GD 01;01A018B02;4;EA;;C 130;N;;DEPO 10;ACTIVE;
TR-000139059;62606711-580/2610611-580;2835-AU-PAB-4013;ROTOR ASSY POSITION;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000139063;626540M;6605-AU-PAG-3331;VALVE;626540M;VALVE;GPD 10 GD 02;02A023A01;5;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
